Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2011,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,6124900,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2011,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,5299800,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2011,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2735000,0,0,0,15.67410742,18.73532728,57.58333333,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2011,ICIS,MA0100421,1.10002E+11,STURBRIDGE WATER POLLUTION CONTROL FACILITY,STURBRIDGE,WORCESTER,MA,Major,42.104697,-72.088066,4952,4952,SEWERAGE SYSTEMS,11000010103,McKinstry Brook-Quinebaug River,1649406.888,0,0,0,2.420361111,5.73,55.16625,,Y,https://echo.epa.gov/detailed-facility-report?fid=MA0100421&sys=ICP
2011,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,698748.5,0,0,0,8.372969748,12.25013203,9.329166667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2011,ICIS,NY0026697,1.10019E+11,NEW ROCHELLE STP,NEW ROCHELLE,WESTCHESTER,NY,Major,40.913,-73.769361,4952,4952,SEWERAGE SYSTEMS,20301020203,East Creek-Mamaroneck Harbor,664360,0,0,0,0,0,0.014816338,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026697&sys=ICP
2011,ICIS,NY0026701,1.10019E+11,MAMARONECK (V) SANITARY SD,MAMARONECK,WESTCHESTER,NY,Major,40.946833,-73.733694,4952,4952,SEWERAGE SYSTEMS,20301020202,Sheldrake River-Mamaroneck River,645447,0,0,0,0,0,17.65,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026701&sys=ICP
2011,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,622826.9951,0,0,0,2.505208333,3.9365,41.36666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2011,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,395816,0,0,0,9.934301379,12.9459559,13.65,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2011,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,269780,0,0,0,0,0,5.58109589,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2011,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,263584.4469,0,0,0,7.010833333,9.6,3.525833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
2011,ICIS,MA0100218,1.1001E+11,AMHERST WASTEWATER TREATMENT PLANT,HADLEY,HAMPSHIRE,MA,Major,42.387696,-72.537382,4952,4952,SEWERAGE SYSTEMS,10802010603,Doolittle Brook-Mill River,253335.3956,0,0,0,8.979166667,13.7,4.76375,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100218&sys=ICP
2011,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,246833,0,0,0,5.317783375,6.267452956,15.45,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2011,ICIS,MA0101168,1.1001E+11,PALMER WATER POLLUTION CONTROL FACILITY,PALMER (THREE RIVERS),HAMPDEN,MA,Major,42.185311,-72.362228,4952,4952,SEWERAGE SYSTEMS,10802040207,Danforth Brook-Ware River,210763.9227,0,0,0,11.23183333,20.75,2.025,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101168&sys=ICP
2011,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,205669.5562,0,0,0,8.373333333,11,8.133333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2011,ICIS,MA0100455,1.10001E+11,SOUTH HADLEY WASTEWATER TREATMENT FACILITY,CHICOPEE,HAMPDEN,MA,Major,42.205371,-72.58814,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,203117.8981,0,0,0,9.35,13,3.64,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100455&sys=ICP
2011,ICIS,CT0100641,1.10001E+11,NAUGATUCK WATER POLLUTION CONTROL FACILITY,NAUGATUCK,NEW HAVEN,CT,Major,41.472975,-73.053986,4952,4952,SEWERAGE SYSTEMS,11000051205,Long Meadow Pond Brook-Naugatuck River,168406.6619,0,0,0,8.033333333,16.4,6.633333333,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100641&sys=ICP
2011,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,159276.6092,0,0,0,5.188388889,8.081333333,3.11475,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
2011,ICIS,MA0100994,1.10044E+11,GARDNER WWTF,EAST TEMPLETON,WORCESTER,MA,Major,42.5698,-72.0201,4952,4952,SEWERAGE SYSTEMS,10802020201,Otter River,150791.3,0,0,0,16.05932747,18.58835136,3.086666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100994&sys=ICP
2011,ICIS,NH0023523,1.10065E+11,AVRRDD WWTP,BERLIN,COOS,NH,Non-Major,44.51217,-71.240727,4953,4953,REFUSE SYSTEMS,10801010703,North Branch Upper Ammonoosuc River,141821.3,0,0,0,115.2451675,354.1194709,0.24,,,https://echo.epa.gov/detailed-facility-report?fid=NH0023523&sys=ICP
2011,ICIS,MA0101800,1.10024E+11,WESTFIELD WASTEWATER TREATMENT PLANT,WESTFIELD,HAMPDEN,MA,Non-Major,42.125314,-72.730211,4952,4952,SEWERAGE SYSTEMS,10802060301,Moose Meadow Brook-Westfield River,139556.3,0,0,0,12.80849919,23.40783077,3.725,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101800&sys=ICP
2011,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,127544.2181,0,0,0,0.075416667,0.27,32.55135587,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
