Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2016,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3669100,0,0,0,11.84619263,17.11699337,101.5,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2016,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2210500,0,0,0,5.927623267,9.106240471,122.75,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2016,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,1413700,0,0,0,8.286692751,10.27019602,56,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2016,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,676772,0,0,0,17.16618395,38.1714139,3.204323637,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2016,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,599597.5091,0,0,0,2.924,5.7415,33.80833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2016,ICIS,NY0026841,1.10007E+11,BELGRAVE WPCP,GREAT NECK,NASSAU,NY,Major,40.778861,-73.7425,4952,4952,SEWERAGE SYSTEMS,20302010101,Alley Creek-Little Neck Bay,450504.1866,0,0,0,36.52211111,411.0666667,1.338333333,,Y,https://echo.epa.gov/detailed-facility-report?fid=NY0026841&sys=ICP
2016,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,416810,0,0,0,15.76405017,18.15167729,8.833333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2016,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,287232.0727,0,0,0,4.539166667,7.006666667,2.88675,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
2016,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,268898,0,0,0,0,0,4.226027397,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2016,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,252589.6815,0,0,0,0.078958333,0.22,34.16881737,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
