Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2015,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,4144500,0,0,0,2.147786259,13.90352008,106.5,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2015,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3007200,0,0,0,1.058851688,6.667344997,124.5,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2015,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,1704000,0,0,0,9.595983207,15.77616222,58.25,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2015,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,867611.8962,0,0,0,3.807541667,4.64,37.46666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2015,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,763509,0,0,0,2625.846516,10394.91397,3.990730735,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2015,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,424813,0,0,0,14.17595935,18.11662578,10.26666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2015,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,344339.9863,0,0,0,5.249722222,10.01,2.998583333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
2015,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,282228,0,0,0,0,0,4.329315068,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2015,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,235104.4318,0,0,0,10.7625,14.94,7.158333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2015,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,211357,0,0,0,5.550929202,6.352470383,12.525,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2015,ICIS,CT0100617,1.10001E+11,WALLINGFORD WATER POLLUTION CONTROL FACILITY,WALLINGFORD,NEW HAVEN,CT,Major,41.446099,-72.837583,4952,4952,SEWERAGE SYSTEMS,11000040105,Outlet Quinnipiac River,202536.8314,0,0,0,13.525,21.38,4.95,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100617&sys=ICP
2015,ICIS,CT0003875,1.10002E+11,CRRA MID-CONN FACILITY,HARTFORD,HARTFORD,CT,Major,41.748663,-72.650764,4911,4911,ELECTRICAL SERVICES,10802050505,Goff Brook-Connecticut River,197037.537,0,0,0,0.480833333,0.856666667,12.10032608,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003875&sys=ICP
2015,ICIS,MA0100994,1.10044E+11,GARDNER WWTF,EAST TEMPLETON,WORCESTER,MA,Major,42.5698,-72.0201,4952,4952,SEWERAGE SYSTEMS,10802020201,Otter River,171670.6,0,0,0,19.95621034,24.31807267,2.82,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100994&sys=ICP
2015,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,170583.1957,0,0,0,15.33333333,19,3.655,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
2015,ICIS,MA0101818,1.10002E+11,NORTHAMPTON WASTEWATER TREATMENT PLANT,NORTHAMPTON,HAMPSHIRE,MA,Major,42.313056,-72.623333,4952,4952,SEWERAGE SYSTEMS,10802010610,Dry Brook-Connecticut River,150252.8,0,0,0,13.3029613,19.57300583,3.708333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101818&sys=ICP
2015,ICIS,MA0100218,1.1001E+11,AMHERST WASTEWATER TREATMENT PLANT,HADLEY,HAMPSHIRE,MA,Major,42.387696,-72.537382,4952,4952,SEWERAGE SYSTEMS,10802010603,Doolittle Brook-Mill River,149881.8,0,0,0,13.23407921,29.30892157,3.528166667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100218&sys=ICP
2015,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,138815.6523,0,0,0,0.158680556,0.56,28.52966935,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
