Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2020,ICIS,CT0003263,1.10017E+11,DOMINION MILLSTONE NUCLEAR POWER STATION,WATERFORD,NEW LONDON,CT,Major,41.307765,-72.165617,4911,4911,ELECTRICAL SERVICES,11000030305,Fenger Brook-Frontal Lond Island Sound,91959090.12,0,0,0,23.41470566,274.855091,248.7423138,,Y,https://echo.epa.gov/detailed-facility-report?fid=CT0003263&sys=ICP
2020,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3866800,0,0,0,12.31111358,15.55342186,103.1666667,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2020,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2428600,0,0,0,6.255615331,10.56671087,127.9166667,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2020,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,1335000,0,0,0,7.299798132,10.01765022,60.08333333,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2020,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,733970.2058,0,0,0,3.228333333,5.46,37.4,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2020,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,704216.88,0,0,0,15.07667956,35.5925706,3.857478943,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2020,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,427400,0,0,0,14.61038469,20.12611119,10.08333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2020,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,212108,0,0,0,0,0,4.115616438,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2020,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,199734,0,0,0,5.877426293,6.763973185,11.31666667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2020,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,187476.124,0,0,0,20.3,33.4,3.055,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
2020,ICIS,MA0101818,1.10002E+11,NORTHAMPTON WASTEWATER TREATMENT PLANT,NORTHAMPTON,HAMPSHIRE,MA,Major,42.313056,-72.623333,4952,4952,SEWERAGE SYSTEMS,10802010610,Dry Brook-Connecticut River,180116.98,0,0,0,16.92270017,24.09224527,3.608333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101818&sys=ICP
2020,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,168744.6894,0,0,0,5720926.396,11441845.14,3.612500336,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2020,ICIS,MA0100455,1.10001E+11,SOUTH HADLEY WASTEWATER TREATMENT FACILITY,CHICOPEE,HAMPDEN,MA,Major,42.205371,-72.58814,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,145071.7894,0,0,0,17.75833333,22.2,2.775,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100455&sys=ICP
2020,ICIS,MA0100994,1.10044E+11,GARDNER WWTF,EAST TEMPLETON,WORCESTER,MA,Major,42.5698,-72.0201,4952,4952,SEWERAGE SYSTEMS,10802020201,Otter River,130480.3,0,0,0,12.97427647,16.31749811,3.314166667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100994&sys=ICP
2020,ICIS,NY0026719,1.10001E+11,BLIND BROOK SD WWTP,RYE,WESTCHESTER,NY,Major,40.96475,-73.690778,4952,4952,SEWERAGE SYSTEMS,11000060405,Blind Brook-Horseneck Brook,127485,0,0,0,13.03811139,18.78162097,3.175,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026719&sys=ICP
2020,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,124510.1339,0,0,0,4.786111111,8.71,2.85025,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
2020,ICIS,MA0101800,1.10024E+11,WESTFIELD WASTEWATER TREATMENT PLANT,WESTFIELD,HAMPDEN,MA,Non-Major,42.125314,-72.730211,4952,4952,SEWERAGE SYSTEMS,10802060301,Moose Meadow Brook-Westfield River,123164.4,0,0,0,14.57947531,54.49171707,2.433333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101800&sys=ICP
2020,ICIS,MA0100919,1.10001E+11,SPENCER WASTEWATER TREATMENT PLANT,SPENCER,WORCESTER,MA,Major,42.231774,-72.013348,4952,4952,SEWERAGE SYSTEMS,10802040301,Sevenmile River,109362.03,0,0,0,38.84043855,80.42736314,0.418333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100919&sys=ICP
2020,ICIS,VT0100064,1.10005E+11,BRATTLEBORO WASTEWATER TREATMENT FACILITY,BRATTLEBORO,WINDHAM,VT,Major,42.841045,-72.549205,,,,10801070507,Vernon Dam-Connecticut River,104802.9592,0,0,0,31.765,44.94,1.065833333,,,https://echo.epa.gov/detailed-facility-report?fid=VT0100064&sys=ICP
2020,ICIS,MA0100218,1.1001E+11,AMHERST WASTEWATER TREATMENT PLANT,HADLEY,HAMPSHIRE,MA,Major,42.387696,-72.537382,4952,4952,SEWERAGE SYSTEMS,10802010603,Doolittle Brook-Mill River,96742.2,0,0,0,10.02164583,12.81885004,3.19225,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100218&sys=ICP
2020,ICIS,NY0026701,1.10019E+11,MAMARONECK (V) SANITARY SD,MAMARONECK,WESTCHESTER,NY,Major,40.946833,-73.733694,4952,4952,SEWERAGE SYSTEMS,20301020202,Sheldrake River-Mamaroneck River,92962,0,0,0,0,0,12.89643836,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026701&sys=ICP
2020,ICIS,MA0101478,1.10001E+11,EASTHAMPTON WASTEWATER TREATMENT PLANT,EASTHAMPTON,HAMPSHIRE,MA,Major,42.277698,-72.648897,4952,4952,SEWERAGE SYSTEMS,10802010609,Lower Manhan River,85396.16,0,0,0,8.943233256,25.06695142,1.197222222,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101478&sys=ICP
2020,ICIS,NH0100099,1.10002E+11,HANOVER WASTEWATER TREATMENT FACILITY,HANOVER,GRAFTON,NH,Non-Major,43.69523,-72.297549,,,,10801040401,Mink Brook,85145,0,0,0,27.10131554,37.30119364,1.036666667,,,https://echo.epa.gov/detailed-facility-report?fid=NH0100099&sys=ICP
