Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2018,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3842300,0,0,0,12.17577315,15.55342186,103.75,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2018,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3181500,0,0,0,7.547409838,13.97887792,139.3333333,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2018,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,1464500,0,0,0,8.212059919,10.74238894,58.75,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2018,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,691518.25,0,0,0,386.3872393,1420.450191,4.207592678,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2018,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,670410.3581,0,0,0,2.667583333,4.475,37.85833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2018,ICIS,CT0100366,1.10002E+11,GREATER NEW HAVEN WPCA,NEW HAVEN,NEW HAVEN,CT,Major,41.282563,-72.902505,4952,4952,SEWERAGE SYSTEMS,11000040208,Indian River-Frontal Long Island Sound,599256.1099,0,0,0,6.579166667,15.7,30.18333333,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100366&sys=ICP
2018,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,481584,0,0,0,12.61896898,16.44411845,12.825,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2018,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,271063,0,0,0,0,0,4.844109589,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2018,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,246600,0,0,0,6.10213122,7.529906715,13.55,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2018,ICIS,MA0101478,1.10001E+11,EASTHAMPTON WASTEWATER TREATMENT PLANT,EASTHAMPTON,HAMPSHIRE,MA,Major,42.277698,-72.648897,4952,4952,SEWERAGE SYSTEMS,10802010609,Lower Manhan River,233393.8873,0,0,0,18.86153656,266.9018726,1.474722222,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101478&sys=ICP
2018,ICIS,CT0100617,1.10001E+11,WALLINGFORD WATER POLLUTION CONTROL FACILITY,WALLINGFORD,NEW HAVEN,CT,Major,41.446099,-72.837583,4952,4952,SEWERAGE SYSTEMS,11000040105,Outlet Quinnipiac River,230542.1011,0,0,0,11.90416667,15.25,6.173333333,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100617&sys=ICP
2018,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,216515.26,0,0,0,14.06036682,18.26266312,3.895375384,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2018,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,183313.2333,0,0,0,0.275,1.375,24.719543,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
2018,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,175958.5897,0,0,0,16.35833333,23.3,3.612133333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
2018,ICIS,CT0100382,1.10002E+11,PIACENTI WASTEWATER TREATMENT PLANT,NEW LONDON,NEW LONDON,CT,Major,41.34193,-72.096447,4952,4952,SEWERAGE SYSTEMS,11000030203,Thames River-Frontal New London Harbor,165569.9321,0,0,0,7.541666667,11,7.3175,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100382&sys=ICP
2018,ICIS,MA0101818,1.10002E+11,NORTHAMPTON WASTEWATER TREATMENT PLANT,NORTHAMPTON,HAMPSHIRE,MA,Major,42.313056,-72.623333,4952,4952,SEWERAGE SYSTEMS,10802010610,Dry Brook-Connecticut River,165396.7,0,0,0,14.04572583,30.44670092,4.085,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101818&sys=ICP
2018,ICIS,VT0100064,1.10005E+11,BRATTLEBORO WASTEWATER TREATMENT FACILITY,BRATTLEBORO,WINDHAM,VT,Major,42.841045,-72.549205,,,,10801070507,Vernon Dam-Connecticut River,153681.9881,0,0,0,36.95833333,52.2,1.3825,,,https://echo.epa.gov/detailed-facility-report?fid=VT0100064&sys=ICP
2018,ICIS,MA0100994,1.10044E+11,GARDNER WWTF,EAST TEMPLETON,WORCESTER,MA,Major,42.5698,-72.0201,4952,4952,SEWERAGE SYSTEMS,10802020201,Otter River,147622.1,0,0,0,14.39594148,17.96933956,3.36,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100994&sys=ICP
2018,ICIS,MA0100218,1.1001E+11,AMHERST WASTEWATER TREATMENT PLANT,HADLEY,HAMPSHIRE,MA,Major,42.387696,-72.537382,4952,4952,SEWERAGE SYSTEMS,10802010603,Doolittle Brook-Mill River,137466.1,0,0,0,9.591238529,14.82214867,4.553666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100218&sys=ICP
2018,ICIS,CT0100625,1.10002E+11,WATERBURY WATER POLLUTION CONTROL FACILITY,WATERBURY,NEW HAVEN,CT,Major,41.52161,-73.04427,4952,4952,SEWERAGE SYSTEMS,11000051205,Long Meadow Pond Brook-Naugatuck River,132541.6558,3042.590418,0,3042.590418,1.67,5.14,25.51416667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100625&sys=ICP
2018,ICIS,NH0100099,1.10002E+11,HANOVER WASTEWATER TREATMENT FACILITY,HANOVER,GRAFTON,NH,Non-Major,43.69523,-72.297549,,,,10801040401,Mink Brook,131651,0,0,0,31.80752416,40.627235,1.349916667,,,https://echo.epa.gov/detailed-facility-report?fid=NH0100099&sys=ICP
2018,ICIS,CT0101681,1.10007E+11,LEDYARD WATER POLLUTION CONTROL FACILITY,LEDYARD,NEW LONDON,CT,Non-Major,41.43364,-71.96512,4952,4952,SEWERAGE SYSTEMS,11000030301,Mystic River-Frontal Fishers Island Sound,127287.6974,0,0,0,5.908333333,8.1,13.97758333,,Y,https://echo.epa.gov/detailed-facility-report?fid=CT0101681&sys=ICP
2018,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,125489.674,0,0,0,4.489444444,7.466666667,3.081333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
