Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2010,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,6293200,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2010,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,4837800,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2010,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2883100,0,0,0,16.60790068,19.83210266,57,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2010,ICIS,MA0100421,1.10002E+11,STURBRIDGE WATER POLLUTION CONTROL FACILITY,STURBRIDGE,WORCESTER,MA,Major,42.104697,-72.088066,4952,4952,SEWERAGE SYSTEMS,11000010103,McKinstry Brook-Quinebaug River,2084170.573,0,0,0,3.919611111,6.64,55.0885,,Y,https://echo.epa.gov/detailed-facility-report?fid=MA0100421&sys=ICP
2010,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,1048765.084,0,0,0,0.147291667,0.633333333,48.88386723,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
2010,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,716788.07,0,0,0,8.564856636,10.33078194,9.155,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2010,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,648952.1523,0,0,0,2.687416667,4.3345,39.675,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2010,ICIS,NY0026697,1.10019E+11,NEW ROCHELLE STP,NEW ROCHELLE,WESTCHESTER,NY,Major,40.913,-73.769361,4952,4952,SEWERAGE SYSTEMS,20301020203,East Creek-Mamaroneck Harbor,638301,0,0,0,0,0,0.006003289,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026697&sys=ICP
2010,ICIS,NY0026701,1.10019E+11,MAMARONECK (V) SANITARY SD,MAMARONECK,WESTCHESTER,NY,Major,40.946833,-73.733694,4952,4952,SEWERAGE SYSTEMS,20301020202,Sheldrake River-Mamaroneck River,528585,0,0,0,0,0,14.01262626,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026701&sys=ICP
2010,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,363072,0,0,0,12.17257482,16.28843166,10.25833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
