Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2019,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,3787200,0,0,0,11.60584109,15.86174719,107.1666667,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2019,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2715200,0,0,0,6.468417884,10.37868401,137.6666667,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2019,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,1394400,0,0,0,7.191665986,9.548072862,63.75,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2019,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,946315.0164,0,0,0,3.43625,4.67,45.19166667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2019,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,714345.64,0,0,0,272.0862026,685.596322,4.943918011,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2019,ICIS,CT0100366,1.10002E+11,GREATER NEW HAVEN WPCA,NEW HAVEN,NEW HAVEN,CT,Major,41.282563,-72.902505,4952,4952,SEWERAGE SYSTEMS,11000040208,Indian River-Frontal Long Island Sound,656731.9916,0,0,0,6.608333333,24.1,29.975,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100366&sys=ICP
2019,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,452787,0,0,0,13.50292168,18.32723712,11.51666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2019,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,263469,0,0,0,0,0,4.880821918,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2019,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,230725,0,0,0,5.899252281,7.17761616,13,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2019,ICIS,CT0100625,1.10002E+11,WATERBURY WATER POLLUTION CONTROL FACILITY,WATERBURY,NEW HAVEN,CT,Major,41.52161,-73.04427,4952,4952,SEWERAGE SYSTEMS,11000051205,Long Meadow Pond Brook-Naugatuck River,216795.2618,9172.138191,0,9172.138191,3.2375,8.82,20.41583333,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100625&sys=ICP
2019,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,215117.05,0,0,0,4.254336166,11.56325082,4.295443513,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2019,ICIS,CT0100617,1.10001E+11,WALLINGFORD WATER POLLUTION CONTROL FACILITY,WALLINGFORD,NEW HAVEN,CT,Major,41.446099,-72.837583,4952,4952,SEWERAGE SYSTEMS,11000040105,Outlet Quinnipiac River,212056.1534,0,0,0,5.714444444,16.27,5.783333333,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100617&sys=ICP
2019,ICIS,MA0101818,1.10002E+11,NORTHAMPTON WASTEWATER TREATMENT PLANT,NORTHAMPTON,HAMPSHIRE,MA,Major,42.313056,-72.623333,4952,4952,SEWERAGE SYSTEMS,10802010610,Dry Brook-Connecticut River,175764.24,0,0,0,15.111331,18.46890877,3.901666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101818&sys=ICP
2019,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,162132.684,0,0,0,19.08333333,28.3,2.975008333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
