Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,Major/Non-Major Status,Facility Latitude,Facility Longitude,SIC Code,4-Digit SIC Code,SIC Description,HUC 12 Code,Watershed Name,Total Pounds (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),TWPE Over Limit,Avg Concentration (mg/L),Max Concentration (mg/L),Average Flow (MGD),Links to TRI ID,Contains Potential Outliers?,Link to DFR
2007,ICIS,NY0026191,1.10013E+11,HUNTS POINT WATER POLLUTION CONTROL PLANT,BRONX,BRONX,NY,Major,40.803694,-73.885083,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,6872600,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026191&sys=ICP
2007,ICIS,NY0026158,1.10001E+11,NYCDEP - BOWERY BAY WPCP,ASTORIA,QUEENS,NY,Major,40.778405,-73.89459,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,5943600,0,0,0,0,0,,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026158&sys=ICP
2007,ICIS,MA0101613,1.10008E+11,SPRINGFIELD REGIONAL WASTEWATER TREATMENT PLANT,AGAWAM,HAMPDEN,MA,Major,42.087793,-72.588998,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,3756314.782,0,0,0,13.36054167,133,43.28333333,,Y,https://echo.epa.gov/detailed-facility-report?fid=MA0101613&sys=ICP
2007,ICIS,NY0026239,1.10002E+11,TALLMAN ISLAND WASTEWATER TREATMENT PLANT,COLLEGE POINT,QUEENS,NY,Major,40.795556,-73.839333,4952,4952,SEWERAGE SYSTEMS,20301020105,Westchester Creek-East River,2764700,0,0,0,16.27731316,17.97284303,55.75,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026239&sys=ICP
2007,ICIS,CT0003760,1.10001E+11,PSEG FOSSIL LLC/ POWER CT LLC,NEW HAVEN,NEW HAVEN,CT,Major,41.283986,-72.904546,4911,4911,ELECTRICAL SERVICES,11000040208,Indian River-Frontal Long Island Sound,2639085.937,0,0,0,1.1925,5.95,58.33994283,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003760&sys=ICP
2007,ICIS,NY0026697,1.10019E+11,NEW ROCHELLE STP,NEW ROCHELLE,WESTCHESTER,NY,Major,40.913,-73.769361,4952,4952,SEWERAGE SYSTEMS,20301020203,East Creek-Mamaroneck Harbor,625587,0,0,0,0,0,0.019517544,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026697&sys=ICP
2007,ICIS,MA0101508,1.10001E+11,CHICOPEE WATER POLLUTION CONTROL,CHICOPEE,HAMPDEN,MA,Major,42.15376,-72.62166,4952,4952,SEWERAGE SYSTEMS,10802040402,Outlet Chicopee River,565069.2842,0,0,0,6.487612385,9.320970631,9.505833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101508&sys=ICP
2007,ICIS,MA0101681,1.10007E+11,PITTSFIELD WASTEWATER TREATMENT FACILITY,PITTSFIELD,BERKSHIRE,MA,Major,42.407678,-73.24276,4952,4952,SEWERAGE SYSTEMS,11000050104,Sackett Brook-Housatonic River,459277.826,0,0,0,4.430416667,6.218333333,11.35833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101681&sys=ICP
2007,ICIS,NY0026701,1.10019E+11,MAMARONECK (V) SANITARY SD,MAMARONECK,WESTCHESTER,NY,Major,40.946833,-73.733694,4952,4952,SEWERAGE SYSTEMS,20301020202,Sheldrake River-Mamaroneck River,433700.544,0,0,0,0,0,15.09671233,,Y,https://echo.epa.gov/detailed-facility-report?fid=NY0026701&sys=ICP
2007,ICIS,CT0100510,1.10001E+11,SOUTH WINDSOR WATER POLLUTION CONTROL FACILITY,SOUTH WINDSOR,HARTFORD,CT,Major,41.829512,-72.635461,4952,4952,SEWERAGE SYSTEMS,10802050502,Stoughton Brook-Connecticut River,396786.8443,0,0,0,54.90166667,403,1.771666667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100510&sys=ICP
2007,ICIS,CT0101249,1.10007E+11,NORWALK WASTEWATER TREATMENT PLANT,NORWALK,FAIRFIELD,CT,Major,41.102216,-73.412604,4952,4952,SEWERAGE SYSTEMS,11000060202,Norwalk River-Frontal Norwalk Harbor,355483,0,0,0,8.513020469,10.56031455,14.11666667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101249&sys=ICP
2007,ICIS,MA0101630,1.10001E+11,HOLYOKE WATER POLLUTION CONTROL FACILITY,HOLYOKE,HAMPDEN,MA,Major,42.191041,-72.612574,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,294031.1833,0,0,0,4.579416667,7.15,10.53333333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101630&sys=ICP
2007,ICIS,MA0100994,1.10044E+11,GARDNER WWTF,EAST TEMPLETON,WORCESTER,MA,Major,42.5698,-72.0201,4952,4952,SEWERAGE SYSTEMS,10802020201,Otter River,290687.9001,0,0,0,10.62083333,14.5,3.391666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100994&sys=ICP
2007,ICIS,CT0101087,1.10056E+11,STAMFORD WATER POLLUTION CONTROL FACILITY,STAMFORD,FAIRFIELD,CT,Major,41.046247,-73.52996,4952,4952,SEWERAGE SYSTEMS,11000060404,Fivemile River,255327.3008,0,0,0,4.675,6.8,17.49166667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101087&sys=ICP
2007,ICIS,NY0026786,1.10001E+11,PORT CHESTER  WASTEWATER TREATMENT PLANT,PORT CHESTER,WESTCHESTER,NY,Major,40.992028,-73.658556,4952,4952,SEWERAGE SYSTEMS,11000060403,Byram River,245014,0,0,0,0,0,4.647945205,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026786&sys=ICP
2007,ICIS,MA0100218,1.1001E+11,AMHERST WASTEWATER TREATMENT PLANT,HADLEY,HAMPSHIRE,MA,Major,42.387696,-72.537382,4952,4952,SEWERAGE SYSTEMS,10802010603,Doolittle Brook-Mill River,236964.4247,0,0,0,10.54583333,22.05,3.739666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100218&sys=ICP
2007,ICIS,CT0101036,1.10001E+11,STRATFORD WATER POLLUTION CONTROL FACILITY,STRATFORD,FAIRFIELD,CT,Major,41.17816,-73.1257,4952,4952,SEWERAGE SYSTEMS,11000051302,Housatonic River-Frontal Long Island Sound,226097.215,0,0,0,10.0875,16.9,7.536666667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0101036&sys=ICP
2007,ICIS,MA0101818,1.10002E+11,NORTHAMPTON WASTEWATER TREATMENT PLANT,NORTHAMPTON,HAMPSHIRE,MA,Major,42.313056,-72.623333,4952,4952,SEWERAGE SYSTEMS,10802010610,Dry Brook-Connecticut River,197054.87,0,0,0,3.730666058,11.68527039,2.170833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101818&sys=ICP
2007,ICIS,MA0101168,1.1001E+11,PALMER WATER POLLUTION CONTROL FACILITY,PALMER (THREE RIVERS),HAMPDEN,MA,Major,42.185311,-72.362228,4952,4952,SEWERAGE SYSTEMS,10802040207,Danforth Brook-Ware River,181802.3433,0,0,0,6.162444444,8.246666667,2.441666667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101168&sys=ICP
2007,ICIS,NY0026778,1.10002E+11,WATER POLL CONTR DIST,PORT WASHINGTON,NASSAU,NY,Major,40.83944,-73.69721,4952,4952,SEWERAGE SYSTEMS,20302010102,Mitchells Creek-Manhassett Bay,179078.1607,0,0,0,3.501666667,7.836666667,2.791666667,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026778&sys=ICP
2007,ICIS,MA0100439,1.10024E+11,WEBSTER WASTWATER TREATMENT FACILITY,WEBSTER,WORCESTER,MA,Major,42.038576,-71.888022,4952,4952,SEWERAGE SYSTEMS,11000010203,Middle French River,151292.9651,0,0,0,5.526944444,7.733333333,3.042833333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100439&sys=ICP
2007,ICIS,CT0100641,1.10001E+11,NAUGATUCK WATER POLLUTION CONTROL FACILITY,NAUGATUCK,NEW HAVEN,CT,Major,41.472975,-73.053986,4952,4952,SEWERAGE SYSTEMS,11000051205,Long Meadow Pond Brook-Naugatuck River,135135.6319,0,0,0,9.2,18.3,4.666666667,,,https://echo.epa.gov/detailed-facility-report?fid=CT0100641&sys=ICP
2007,ICIS,MA0101214,1.10024E+11,GREENFIELD WATER POLLUTION CONTROL FACILITY,GREENFIELD,FRANKLIN,MA,Major,42.571367,-72.598121,4952,4952,SEWERAGE SYSTEMS,10802030402,Lower Green River,133435.6971,0,0,0,14.9375914,19.81066667,3.177483333,,,https://echo.epa.gov/detailed-facility-report?fid=MA0101214&sys=ICP
2007,ICIS,NY0026719,1.10001E+11,BLIND BROOK SD WWTP,RYE,WESTCHESTER,NY,Major,40.96475,-73.690778,4952,4952,SEWERAGE SYSTEMS,11000060405,Blind Brook-Horseneck Brook,118931,0,0,0,10.72160424,13.86945421,3.700833333,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026719&sys=ICP
2007,ICIS,MA0100455,1.10001E+11,SOUTH HADLEY WASTEWATER TREATMENT FACILITY,CHICOPEE,HAMPDEN,MA,Major,42.205371,-72.58814,4952,4952,SEWERAGE SYSTEMS,10802010702,Stony Brook-Connecticut River,115591.2144,0,0,0,8.470818182,15.0195,2.309166667,,,https://echo.epa.gov/detailed-facility-report?fid=MA0100455&sys=ICP
2007,ICIS,CT0003875,1.10002E+11,CRRA MID-CONN FACILITY,HARTFORD,HARTFORD,CT,Major,41.748663,-72.650764,4911,4911,ELECTRICAL SERVICES,10802050505,Goff Brook-Connecticut River,107905.0636,0,0,0,0.271666667,0.386666667,14.04824642,,,https://echo.epa.gov/detailed-facility-report?fid=CT0003875&sys=ICP
2007,ICIS,NY0026841,1.10007E+11,BELGRAVE WPCP,GREAT NECK,NASSAU,NY,Major,40.778861,-73.7425,4952,4952,SEWERAGE SYSTEMS,20302010101,Alley Creek-Little Neck Bay,102139.4594,0,0,0,7.177194444,8.034666667,1.555,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026841&sys=ICP
2007,ICIS,NY0022128,1.10065E+11,GREAT NECK (V) WPCP,GREAT NECK,NASSAU,NY,Major,40.797539,-73.713261,4952,4952,SEWERAGE SYSTEMS,20302010102,Mitchells Creek-Manhassett Bay,94325,0,0,0,0,0,0.919936986,,,https://echo.epa.gov/detailed-facility-report?fid=NY0022128&sys=ICP
2007,ICIS,NHG580099,1.10002E+11,HANOVER WASTEWATER TREATMENT FACILITY,HANOVER,GRAFTON,NH,Non-Major,43.69523,-72.297549,4952,4952,SEWERAGE SYSTEMS,10801040401,Mink Brook,79138.79831,0,0,0,59.20860215,75.48387097,1.352833333,,,https://echo.epa.gov/detailed-facility-report?fid=NHG580099&sys=ICP
2007,ICIS,NH0001562,1.1E+11,GROVETON PAPER BOARD MILL (FORMER),NORTHUMBERLAND,COOS,NH,Major,44.598865,-71.510138,2621,2621,PAPER MILLS,10801010707,Upper Ammonoosuc River,79107.1923,0,0,0,4.783333333,8.325,1.047333333,,,https://echo.epa.gov/detailed-facility-report?fid=NH0001562&sys=ICP
2007,ICIS,NY0026620,1.10001E+11,GLEN COVE WASTEWATER TREATMENT FACILITY,GLEN COVE,NASSAU,NY,Major,40.858722,-73.641667,4952,4952,SEWERAGE SYSTEMS,20302010103,Glen Cove Creek-Hempstead Harbor,77222.47257,0,0,0,1.301,3.026666667,3.208333333,,,https://echo.epa.gov/detailed-facility-report?fid=NY0026620&sys=ICP
